01.12,0,0.7,3.2,5
01.12,1,0.6,3.5,5
01.12,2,0.7,4,5
01.12,3,0.7,3.5,5
01.12,4,0.8,3.5,5
01.12,5,1.1,3.8,5
01.12,6,0.9,2.8,5
01.12,7,1,3.6,5
01.12,8,1,2.8,5
01.12,9,1.1,2.5,5
01.12,10,0.8,4,5
01.12,11,0.6,4.4,5
01.12,12,0.7,2.1,5
01.12,13,1.1,2.6,5
01.12,14,0.7,1.8,5
01.12,15,1,3.1,5
01.12,16,0.1,6,5
01.12,17,0.7,5.4,5
01.12,18,0.9,4.4,5
01.12,19,0.7,1.8,5
01.12,20,0.7,2.2,5
01.12,21,0.4,0.3,5
01.12,22,0.3,28.1,5
01.12,23,0.5,32.7,5
